Amplitude (LSB) - Signal,Time (us)
-12399,4.597656
-12527,4.598633
-12391,4.599609
-12351,4.600586
-12176,4.601562
-12068,4.602539
-11641,4.603516
-11602,4.604492
-11211,4.605469
-10908,4.606445
-10405,4.607422
-9938,4.608398
-9552,4.609375
-8922,4.610352
-8459,4.611328
-7817,4.612305
-7374,4.613281
-6481,4.614258
-5982,4.615234
-5236,4.616211
-4590,4.617188
-3801,4.618164
-3210,4.619141
-2385,4.620117
-1575,4.621094
-0921,4.622070
-0120,4.623047
00602,4.624023
01448,4.625000
02154,4.625977
02971,4.626953
03629,4.627930
04491,4.628906
05037,4.629883
05914,4.630859
06433,4.631836
07183,4.632812
07605,4.633789
08363,4.634766
08874,4.635742
09360,4.636719
09903,4.637695
10349,4.638672
10796,4.639648
11115,4.640625
11530,4.641602
11641,4.642578
12064,4.643555
12200,4.644531
12343,4.645508
12335,4.646484
12575,4.647461
12407,4.648438
12511,4.649414
12427,4.650391
12248,4.651367
12032,4.652344
11801,4.653320
11566,4.654297
11179,4.655273
10924,4.656250
10453,4.657227
10126,4.658203
09663,4.659180
09105,4.660156
08483,4.661133
07924,4.662109
07358,4.663086
06768,4.664062
06122,4.665039
05404,4.666016
04766,4.666992
04012,4.667969
03306,4.668945
02425,4.669922
01655,4.670898
00818,4.671875
00195,4.672852
-0598,4.673828
-1256,4.674805
-2038,4.675781
-2875,4.676758
-3625,4.677734
-4311,4.678711
-5053,4.679688
-5727,4.680664
-6541,4.681641
-7143,4.682617
-7741,4.683594
-8275,4.684570
-8786,4.685547
-9352,4.686523
-9759,4.687500
-10341,4.688477
-10680,4.689453
-11123,4.690430
-11378,4.691406
-11705,4.692383
-11937,4.693359
-12040,4.694336
-12295,4.695312
-12419,4.696289
-12439,4.697266
-12439,4.698242
-12535,4.699219
-12391,4.700195
-12256,4.701172
-12152,4.702148
-11825,4.703125
-11550,4.704102
-11183,4.705078
-10971,4.706055
-10517,4.707031
-10102,4.708008
-9592,4.708984
-9121,4.709961
-8658,4.710938
-8084,4.711914
-7589,4.712891
-6856,4.713867
-6130,4.714844
-5492,4.715820
-4830,4.716797
-4084,4.717773
-3354,4.718750
-2596,4.719727
-1862,4.720703
-1153,4.721680
-0347,4.722656
00491,4.723633
01208,4.724609
01938,4.725586
02692,4.726562
03426,4.727539
04231,4.728516
04814,4.729492
05472,4.730469
06122,4.731445
06896,4.732422
07534,4.733398
08076,4.734375
08734,4.735352
09209,4.736328
09711,4.737305
10182,4.738281
10605,4.739258
10936,4.740234
11370,4.741211
11641,4.742188
11960,4.743164
12152,4.744141
12280,4.745117
12447,4.746094
12495,4.747070
12495,4.748047
12495,4.749023
12423,4.750000
12232,4.750977
12088,4.751953
11905,4.752930
11705,4.753906
11370,4.754883
11063,4.755859
10648,4.756836
10238,4.757812
09767,4.758789
09316,4.759766
08710,4.760742
08180,4.761719
07589,4.762695
07007,4.763672
06369,4.764648
05707,4.765625
04965,4.766602
04192,4.767578
03526,4.768555
02812,4.769531
02006,4.770508
01224,4.771484
00491,4.772461
-0235,4.773438
-1049,4.774414
-1815,4.775391
-2592,4.776367
-3370,4.777344
-4104,4.778320
-4742,4.779297
-5428,4.780273
-6178,4.781250
-6864,4.782227
-7470,4.783203
-8004,4.784180
-8587,4.785156
-9113,4.786133
-9615,4.787109
-10170,4.788086
-10589,4.789062
-10971,4.790039
-11302,4.791016
-11610,4.791992
-11761,4.792969
-12016,4.793945
-12208,4.794922
-12311,4.795898
-12439,4.796875
-12435,4.797852
-12443,4.798828
-12399,4.799805
-12272,4.800781
-12192,4.801758
-11885,4.802734
-11689,4.803711
-11378,4.804688
-11067,4.805664
-10712,4.806641
-10270,4.807617
-9879,4.808594
-9320,4.809570
-8806,4.810547
-8220,4.811523
-7709,4.812500
-7079,4.813477
-6401,4.814453
-5683,4.815430
-5057,4.816406
-4335,4.817383
-3617,4.818359
-2875,4.819336
-2237,4.820312
-1368,4.821289
-0650,4.822266
00116,4.823242
00921,4.824219
01735,4.825195
02385,4.826172
03123,4.827148
03896,4.828125
04590,4.829102
05324,4.830078
05906,4.831055
06600,4.832031
07334,4.833008
07857,4.833984
08507,4.834961
09073,4.835938
09520,4.836914
09982,4.837891
10421,4.838867
10876,4.839844
11163,4.840820
11486,4.841797
11833,4.842773
12040,4.843750
12208,4.844727
12371,4.845703
12463,4.846680
12503,4.847656
12559,4.848633
12495,4.849609
12359,4.850586
12224,4.851562
11976,4.852539
11809,4.853516
11458,4.854492
11139,4.855469
10812,4.856445
10365,4.857422
10038,4.858398
09536,4.859375
08997,4.860352
08403,4.861328
07873,4.862305
07231,4.863281
06497,4.864258
05918,4.865234
05308,4.866211
04558,4.867188
03793,4.868164
03071,4.869141
02461,4.870117
01464,4.871094
00722,4.872070
-0056,4.873047
-0690,4.874023
-1543,4.875000
-2253,4.875977
-3051,4.876953
-3841,4.877930
-4515,4.878906
-5173,4.879883
-5875,4.880859
-6616,4.881836
-7175,4.882812
-7773,4.883789
-8407,4.884766
-8929,4.885742
-9528,4.886719
-9958,4.887695
-10301,4.888672
-10768,4.889648
-11115,4.890625
-11518,4.891602
-11777,4.892578
-11992,4.893555
-12224,4.894531
-12343,4.895508
-12383,4.896484
-12431,4.897461
-12487,4.898438
-12427,4.899414
-12343,4.900391
-12248,4.901367
-12024,4.902344
-11777,4.903320
-11534,4.904297
-11211,4.905273
-10836,4.906250
-10429,4.907227
-10038,4.908203
-9576,4.909180
-9049,4.910156
-8475,4.911133
-7905,4.912109
-7374,4.913086
-6632,4.914062
-5974,4.915039
-5368,4.916016
-4606,4.916992
-3948,4.917969
-3171,4.918945
-2485,4.919922
-1635,4.920898
-1009,4.921875
-0219,4.922852
00554,4.923828
01400,4.924805
02166,4.925781
02852,4.926758
03601,4.927734
04299,4.928711
05045,4.929688
05723,4.930664
06393,4.931641
07095,4.932617
07725,4.933594
08291,4.934570
08806,4.935547
09177,4.936523
09887,4.937500
10381,4.938477
10756,4.939453
11083,4.940430
11482,4.941406
11697,4.942383
11976,4.943359
12184,4.944336
12343,4.945312
12439,4.946289
12383,4.947266
12591,4.948242
12463,4.949219
12399,4.950195
12216,4.951172
12016,4.952148
11809,4.953125
11618,4.954102
11302,4.955078
10955,4.956055
10533,4.957031
10158,4.958008
09647,4.958984
09296,4.959961
08698,4.960938
08064,4.961914
07454,4.962891
06820,4.963867
06170,4.964844
05492,4.965820
04838,4.966797
04104,4.967773
03394,4.968750
02612,4.969727
01831,4.970703
01097,4.971680
00291,4.972656
-0443,4.973633
-1264,4.974609
-2022,4.975586
-2764,4.976562
-3498,4.977539
-4168,4.978516
-4909,4.979492
-5607,4.980469
-6226,4.981445
-6911,4.982422
-7566,4.983398
-8188,4.984375
-8698,4.985352
-9292,4.986328
-9751,4.987305
-10166,4.988281
-10620,4.989258
-10908,4.990234
-11283,4.991211
-11673,4.992188
-11933,4.993164
-12136,4.994141
-12256,4.995117
-12367,4.996094
-12399,4.997070
-12423,4.998047
-12399,4.999023
-12335,5.000000
-12220,5.000977
-12072,5.001953
-11953,5.002930
-11610,5.003906
-11211,5.004883
-10820,5.005859
-10692,5.006836
-10469,5.007812
-9695,5.008789
-9105,5.009766
-8646,5.010742
-8140,5.011719
-7470,5.012695
-6911,5.013672
-6273,5.014648
-5556,5.015625
-4905,5.016602
-4287,5.017578
-3549,5.018555
-2804,5.019531
-2054,5.020508
-1240,5.021484
-0419,5.022461
00243,5.023438
00933,5.024414
01751,5.025391
02548,5.026367
03306,5.027344
04024,5.028320
04758,5.029297
05516,5.030273
06186,5.031250
06840,5.032227
07526,5.033203
08108,5.034180
08571,5.035156
09097,5.036133
09663,5.037109
10162,5.038086
10517,5.039062
10979,5.040039
11310,5.041016
11586,5.041992
11905,5.042969
12136,5.043945
12272,5.044922
12439,5.045898
12455,5.046875
12455,5.047852
12451,5.048828
12399,5.049805
12335,5.050781
12152,5.051758
12064,5.052734
11745,5.053711
11386,5.054688
11115,5.055664
10744,5.056641
10397,5.057617
09879,5.058594
09384,5.059570
08918,5.060547
08363,5.061523
07717,5.062500
07183,5.063477
06497,5.064453
05811,5.065430
05081,5.066406
04391,5.067383
03617,5.068359
02891,5.069336
02166,5.070312
01388,5.071289
00626,5.072266
-0092,5.073242
-0873,5.074219
-1663,5.075195
-2393,5.076172
-3187,5.077148
-3936,5.078125
-4626,5.079102
-5372,5.080078
-5994,5.081055
-6640,5.082031
-7262,5.083008
-7901,5.083984
-8483,5.084961
-8985,5.085938
-9544,5.086914
-9974,5.087891
-10341,5.088867
-10804,5.089844
-11179,5.090820
-11542,5.091797
-11721,5.092773
-11992,5.093750
-12164,5.094727
-12311,5.095703
-12431,5.096680
-12455,5.097656
-12439,5.098633
-12415,5.099609
-12351,5.100586
-12200,5.101562
-11980,5.102539
-11705,5.103516
-11482,5.104492
-11067,5.105469
-10724,5.106445
-10421,5.107422
-9935,5.108398
-9424,5.109375
-8874,5.110352
-8363,5.111328
-7781,5.112305
-7127,5.113281
-6537,5.114258
-5827,5.115234
-5213,5.116211
-4495,5.117188
-3793,5.118164
-3087,5.119141
-2281,5.120117
-1543,5.121094
-0794,5.122070
00016,5.123047
00774,5.124023
01559,5.125000
02257,5.125977
02991,5.126953
03637,5.127930
04403,5.128906
05085,5.129883
05843,5.130859
06513,5.131836
07111,5.132812
07825,5.133789
08347,5.134766
08874,5.135742
09456,5.136719
09935,5.137695
10349,5.138672
10768,5.139648
11155,5.140625
11514,5.141602
11737,5.142578
12016,5.143555
12232,5.144531
12399,5.145508
12447,5.146484
12543,5.147461
12575,5.148438
12471,5.149414
12351,5.150391
12224,5.151367
12088,5.152344
11833,5.153320
11502,5.154297
11267,5.155273
10852,5.156250
10509,5.157227
09942,5.158203
09592,5.159180
09033,5.160156
08515,5.161133
07968,5.162109
07390,5.163086
06752,5.164062
06050,5.165039
05424,5.166016
04670,5.166992
03916,5.167969
03234,5.168945
02457,5.169922
01707,5.170898
00881,5.171875
00195,5.172852
-0594,5.173828
-1404,5.174805
-2094,5.175781
-2883,5.176758
-3561,5.177734
-4315,5.178711
-5053,5.179688
-5775,5.180664
-6481,5.181641
-7027,5.182617
-7717,5.183594
-8236,5.184570
-8846,5.185547
-9336,5.186523
-9855,5.187500
-10270,5.188477
-10756,5.189453
-11067,5.190430
-11442,5.191406
-11721,5.192383
-11929,5.193359
-12120,5.194336
-12295,5.195312
-12379,5.196289
-12419,5.197266
-12431,5.198242
-12407,5.199219
-12327,5.200195
-12192,5.201172
-12032,5.202148
-11777,5.203125
-11614,5.204102
-11267,5.205078
-10884,5.206055
-10589,5.207031
-10222,5.208008
-9767,5.208984
-8874,5.209961
-8443,5.210938
-8076,5.211914
-7454,5.212891
-6832,5.213867
-6186,5.214844
-5412,5.215820
-4846,5.216797
-4152,5.217773
-3458,5.218750
-2612,5.219727
-1719,5.220703
-1017,5.221680
-0259,5.222656
00411,5.223633
01216,5.224609
01970,5.225586
02764,5.226562
03569,5.227539
04239,5.228516
04957,5.229492
05607,5.230469
06289,5.231445
06911,5.232422
07506,5.233398
08052,5.234375
08614,5.235352
09221,5.236328
09759,5.237305
10262,5.238281
10676,5.239258
11003,5.240234
11330,5.241211
11689,5.242188
11968,5.243164
12160,5.244141
12383,5.245117
12383,5.246094
12447,5.247070
12519,5.248047
12463,5.249023
12415,5.250000
12335,5.250977
12184,5.251953
11865,5.252930
11657,5.253906
11378,5.254883
11095,5.255859
10776,5.256836
10317,5.257812
09871,5.258789
09364,5.259766
08718,5.260742
08212,5.261719
07558,5.262695
06935,5.263672
06218,5.264648
05675,5.265625
04949,5.266602
04223,5.267578
03561,5.268555
02740,5.269531
01942,5.270508
01161,5.271484
00443,5.272461
-0291,5.273438
-1177,5.274414
-1783,5.275391
-2552,5.276367
-3370,5.277344
-4096,5.278320
-4750,5.279297
-5404,5.280273
-6241,5.281250
-6752,5.282227
-7486,5.283203
-8140,5.284180
-8650,5.285156
-9121,5.286133
-9623,5.287109
-10098,5.288086
-10533,5.289062
-10876,5.290039
-11255,5.291016
-11570,5.291992
-11841,5.292969
-12032,5.293945
-12240,5.294922
-12407,5.295898
-12487,5.296875
-12475,5.297852
-12447,5.298828
-12383,5.299805
-12280,5.300781
-12160,5.301758
-11945,5.302734
-11729,5.303711
-11514,5.304688
-11147,5.305664
-10716,5.306641
-10333,5.307617
-9887,5.308594
-9424,5.309570
-8790,5.310547
-8315,5.311523
-7645,5.312500
-7007,5.313477
-6493,5.314453
-5859,5.315430
-5217,5.316406
-4383,5.317383
-3673,5.318359
-3027,5.319336
-2197,5.320312
-1344,5.321289
-0642,5.322266
00124,5.323242
00913,5.324219
01663,5.325195
02325,5.326172
03147,5.327148
03896,5.328125
04527,5.329102
05268,5.330078
06018,5.331055
06656,5.332031
07326,5.333008
07936,5.333984
08459,5.334961
08977,5.335938
09568,5.336914
09974,5.337891
10453,5.338867
10876,5.339844
11203,5.340820
11586,5.341797
11945,5.342773
12048,5.343750
12272,5.344727
12335,5.345703
12439,5.346680
12455,5.347656
12447,5.348633
12423,5.349609
12391,5.350586
12295,5.351562
12032,5.352539
11817,5.353516
11530,5.354492
11195,5.355469
10804,5.356445
10397,5.357422
09954,5.358398
09512,5.359375
08965,5.360352
08447,5.361328
07909,5.362305
07286,5.363281
06616,5.364258
05914,5.365234
05276,5.366211
04527,5.367188
03761,5.368164
03035,5.369141
02321,5.370117
01591,5.371094
00842,5.372070
00040,5.373047
-0730,5.374023
-1456,5.375000
-2213,5.375977
-3047,5.376953
-3785,5.377930
-4443,5.378906
-5117,5.379883
-5902,5.380859
-6521,5.381836
-7023,5.382812
-7669,5.383789
-8363,5.384766
-8977,5.385742
-9432,5.386719
-9911,5.387695
-10389,5.388672
-10740,5.389648
-11043,5.390625
-11366,5.391602
-11673,5.392578
-11889,5.393555
-12176,5.394531
-12367,5.395508
-12391,5.396484
-12495,5.397461
-12415,5.398438
-12467,5.399414
-12311,5.400391
-12176,5.401367
-11873,5.402344
-11713,5.403320
-11590,5.404297
-11171,5.405273
-10924,5.406250
-10461,5.407227
-10078,5.408203
-9599,5.409180
-9097,5.410156
-8475,5.411133
-7897,5.412109
-7346,5.413086
-6680,5.414062
-6050,5.415039
-5384,5.416016
-4702,5.416992
-3964,5.417969
-3202,5.418945
-2580,5.419922
-1715,5.420898
-0913,5.421875
-0195,5.422852
00570,5.423828
01256,5.424805
02046,5.425781
02796,5.426758
03545,5.427734
04295,5.428711
04981,5.429688
05763,5.430664
06321,5.431641
06955,5.432617
07709,5.433594
08172,5.434570
08806,5.435547
09280,5.436523
09903,5.437500
10309,5.438477
10636,5.439453
11131,5.440430
11434,5.441406
11697,5.442383
11917,5.443359
12112,5.444336
12288,5.445312
12383,5.446289
12547,5.447266
12535,5.448242
12479,5.449219
12391,5.450195
12280,5.451172
12144,5.452148
11881,5.453125
11610,5.454102
11310,5.455078
10979,5.456055
10589,5.457031
10190,5.458008
09703,5.458984
09169,5.459961
08634,5.460938
08056,5.461914
07502,5.462891
06832,5.463867
06233,5.464844
05571,5.465820
04854,5.466797
04132,5.467773
03338,5.468750
02644,5.469727
01878,5.470703
01097,5.471680
00379,5.472656
-0459,5.473633
-1248,5.474609
-2010,5.475586
-2796,5.476562
-3466,5.477539
-4192,5.478516
-4893,5.479492
-5695,5.480469
-6257,5.481445
-6927,5.482422
-7562,5.483398
-8252,5.484375
-8818,5.485352
-9237,5.486328
-9711,5.487305
-10214,5.488281
-10668,5.489258
-11019,5.490234
-11346,5.491211
-11578,5.492188
-11885,5.493164
-12176,5.494141
-12311,5.495117
-12391,5.496094
-12423,5.497070
-12391,5.498047
-12415,5.499023
-12295,5.500000
-12268,5.500977
-12208,5.501953
-11913,5.502930
-11633,5.503906
-11354,5.504883
-10987,5.505859
-10612,5.506836
-10230,5.507812
-9711,5.508789
-9245,5.509766
-8678,5.510742
-8156,5.511719
-7534,5.512695
-6872,5.513672
-6273,5.514648
-5603,5.515625
-4905,5.516602
-4192,5.517578
-3390,5.518555
-2740,5.519531
-1974,5.520508
-1177,5.521484
-0395,5.522461
00299,5.523438
01021,5.524414
01839,5.525391
02548,5.526367
03290,5.527344
04104,5.528320
04758,5.529297
05452,5.530273
06106,5.531250
06792,5.532227
07410,5.533203
07968,5.534180
08587,5.535156
09129,5.536133
09615,5.537109
10190,5.538086
10612,5.539062
10924,5.540039
11239,5.541016
11570,5.541992
11881,5.542969
12080,5.543945
12264,5.544922
12375,5.545898
12535,5.546875
12495,5.547852
12519,5.548828
12423,5.549805
12351,5.550781
12144,5.551758
11953,5.552734
11745,5.553711
11434,5.554688
11099,5.555664
10716,5.556641
10325,5.557617
09919,5.558594
09456,5.559570
08806,5.560547
08220,5.561523
07733,5.562500
07095,5.563477
06425,5.564453
05771,5.565430
05041,5.566406
04463,5.567383
03665,5.568359
02963,5.569336
02142,5.570312
01324,5.571289
00578,5.572266
-0195,5.573242
-1001,5.574219
-1703,5.575195
-2345,5.576172
-3115,5.577148
-3960,5.578125
-4666,5.579102
-5408,5.580078
-6098,5.581055
-6864,5.582031
-7382,5.583008
-7913,5.583984
-8491,5.584961
-9025,5.585938
-9488,5.586914
-9974,5.587891
-10413,5.588867
-10892,5.589844
-11275,5.590820
-11649,5.591797
-11889,5.592773
-12016,5.593750
-12196,5.594727
-12295,5.595703
-12343,5.596680
-12391,5.597656
-12439,5.598633
-12471,5.599609
-12367,5.600586
-12240,5.601562
-12044,5.602539
-11689,5.603516
-11418,5.604492
-11115,5.605469
-10716,5.606445
-10333,5.607422
-9859,5.608398
-9344,5.609375
-8882,5.610352
-8371,5.611328
-7817,5.612305
-7215,5.613281
-6465,5.614258
-5799,5.615234
-5133,5.616211
-4455,5.617188
-3689,5.618164
-3023,5.619141
-2277,5.620117
-1583,5.621094
-0818,5.622070
-0052,5.623047
00762,5.624023
01623,5.625000
02297,5.625977
03011,5.626953
03805,5.627930
04427,5.628906
05101,5.629883
05743,5.630859
06481,5.631836
07223,5.632812
07849,5.633789
08403,5.634766
08937,5.635742
09488,5.636719
09895,5.637695
10309,5.638672
10720,5.639648
11139,5.640625
11490,5.641602
11825,5.642578
12088,5.643555
12256,5.644531
12375,5.645508
12495,5.646484
12511,5.647461
12431,5.648438
12439,5.649414
12387,5.650391
12311,5.651367
12008,5.652344
11881,5.653320
11629,5.654297
11290,5.655273
10876,5.656250
10533,5.657227
10030,5.658203
09484,5.659180
09001,5.660156
08571,5.661133
07968,5.662109
07334,5.663086
06784,5.664062
06249,5.665039
05368,5.666016
04535,5.666992
03948,5.667969
03234,5.668945
02381,5.669922
01707,5.670898
01009,5.671875
00068,5.672852
-0503,5.673828
-1272,5.674805
-2118,5.675781
-2907,5.676758
-3633,5.677734
-4371,5.678711
-5069,5.679688
-5783,5.680664
-6409,5.681641
-7023,5.682617
-7589,5.683594
-8307,5.684570
-8826,5.685547
-9376,5.686523
-9903,5.687500
-10262,5.688477
-10684,5.689453
-11019,5.690430
-11338,5.691406
-11657,5.692383
-11873,5.693359
-12160,5.694336
-12256,5.695312
-12435,5.696289
-12423,5.697266
-12535,5.698242
-12479,5.699219
-12327,5.700195
-12144,5.701172
-12056,5.702148
-11825,5.703125
-11534,5.704102
-11290,5.705078
-10955,5.706055
-10485,5.707031
-10126,5.708008
-9647,5.708984
-9097,5.709961
-8571,5.710938
-7996,5.711914
-7398,5.712891
-6752,5.713867
-6178,5.714844
-5476,5.715820
-4750,5.716797
-4076,5.717773
-3354,5.718750
-2525,5.719727
-1799,5.720703
-0985,5.721680
-0275,5.722656
00491,5.723633
01216,5.724609
01902,5.725586
02732,5.726562
03458,5.727539
04176,5.728516
04893,5.729492
05567,5.730469
06305,5.731445
06935,5.732422
07542,5.733398
08092,5.734375
08686,5.735352
09241,5.736328
09703,5.737305
10174,5.738281
10716,5.739258
11035,5.740234
11410,5.741211
11705,5.742188
11889,5.743164
12096,5.744141
12335,5.745117
12471,5.746094
12511,5.747070
12527,5.748047
12487,5.749023
12439,5.750000
12335,5.750977
12104,5.751953
11905,5.752930
11641,5.753906
11354,5.754883
10991,5.755859
10605,5.756836
10270,5.757812
09831,5.758789
09268,5.759766
08762,5.760742
08180,5.761719
07558,5.762695
06943,5.763672
06345,5.764648
05635,5.765625
04917,5.766602
04271,5.767578
03490,5.768555
02804,5.769531
01974,5.770508
01248,5.771484
00459,5.772461
-0339,5.773438
-1121,5.774414
-1854,5.775391
-2592,5.776367
-3386,5.777344
-4048,5.778320
-4798,5.779297
-5484,5.780273
-6194,5.781250
-6792,5.782227
-7470,5.783203
-8144,5.784180
-8698,5.785156
-9105,5.786133
-9655,5.787109
-10098,5.788086
-10533,5.789062
-10900,5.790039
-11286,5.791016
-11586,5.791992
-11849,5.792969
-12120,5.793945
-12200,5.794922
-12288,5.795898
-12367,5.796875
-12523,5.797852
-12455,5.798828
-12359,5.799805
-12272,5.800781
-12192,5.801758
-11941,5.802734
-11681,5.803711
-11410,5.804688
-11099,5.805664
-10684,5.806641
-10254,5.807617
-9759,5.808594
-9376,5.809570
-8822,5.810547
-8291,5.811523
-7661,5.812500
-7047,5.813477
-6445,5.814453
-5779,5.815430
-5041,5.816406
-4327,5.817383
-3649,5.818359
-2923,5.819336
-2086,5.820312
-1376,5.821289
-0606,5.822266
00116,5.823242
00857,5.824219
01631,5.825195
02401,5.826172
03115,5.827148
03857,5.828125
04535,5.829102
05304,5.830078
06034,5.831055
06720,5.832031
07294,5.833008
07916,5.833984
08507,5.834961
09017,5.835938
09464,5.836914
09998,5.837891
10485,5.838867
10852,5.839844
11203,5.840820
11486,5.841797
11793,5.842773
12048,5.843750
12248,5.844727
12311,5.845703
12415,5.846680
12551,5.847656
12503,5.848633
12375,5.849609
12383,5.850586
12160,5.851562
11953,5.852539
11761,5.853516
11434,5.854492
11179,5.855469
10884,5.856445
10405,5.857422
09962,5.858398
09496,5.859375
08933,5.860352
08439,5.861328
07901,5.862305
07183,5.863281
06561,5.864258
05998,5.865234
05308,5.866211
04527,5.867188
03753,5.868164
03051,5.869141
02257,5.870117
01607,5.871094
00818,5.872070
00028,5.873047
-0706,5.874023
-1519,5.875000
-2269,5.875977
-2991,5.876953
-3845,5.877930
-4515,5.878906
-5141,5.879883
-5875,5.880859
-6576,5.881836
-7207,5.882812
-7837,5.883789
-8403,5.884766
-8922,5.885742
-9448,5.886719
-9966,5.887695
-10397,5.888672
-10756,5.889648
-11227,5.890625
-11574,5.891602
-11745,5.892578
-11992,5.893555
-12200,5.894531
-12367,5.895508
-12407,5.896484
-12463,5.897461
-12575,5.898438
-12475,5.899414
-12343,5.900391
-12240,5.901367
-12048,5.902344
-11833,5.903320
-11482,5.904297
-11163,5.905273
-10860,5.906250
-10469,5.907227
-9990,5.908203
-9592,5.909180
-9089,5.910156
-8491,5.911133
-7936,5.912109
-7382,5.913086
-6720,5.914062
-5982,5.915039
-5336,5.916016
-4646,5.916992
-3988,5.917969
-3282,5.918945
-2501,5.919922
-1711,5.920898
-0937,5.921875
-0164,5.922852
00574,5.923828
01312,5.924805
02054,5.925781
02860,5.926758
03577,5.927734
04307,5.928711
05037,5.929688
05651,5.930664
06345,5.931641
06971,5.932617
07621,5.933594
08236,5.934570
08850,5.935547
09320,5.936523
09791,5.937500
10277,5.938477
10672,5.939453
11027,5.940430
11410,5.941406
11721,5.942383
12008,5.943359
12216,5.944336
12367,5.945312
12471,5.946289
12491,5.947266
12479,5.948242
12415,5.949219
12423,5.950195
12216,5.951172
12088,5.952148
11833,5.953125
11586,5.954102
11298,5.955078
10971,5.956055
10509,5.957031
10014,5.958008
09584,5.958984
09153,5.959961
08658,5.960938
08072,5.961914
07494,5.962891
06760,5.963867
06178,5.964844
05476,5.965820
04838,5.966797
03980,5.967773
03266,5.968750
02612,5.969727
01807,5.970703
01073,5.971680
00355,5.972656
-0379,5.973633
-1256,5.974609
-2010,5.975586
-2812,5.976562
-3490,5.977539
-4319,5.978516
-4973,5.979492
-5583,5.980469
-6249,5.981445
-6967,5.982422
-7430,5.983398
-8164,5.984375
-8898,5.985352
-9161,5.986328
-9671,5.987305
-10357,5.988281
-10684,5.989258
-10928,5.990234
-11426,5.991211
-11689,5.992188
-11693,5.993164
-12072,5.994141
-12280,5.995117
-12407,5.996094
-12535,5.997070
-12559,5.998047
-12407,5.999023
-12407,6.000000
-12244,6.000977
-12112,6.001953
-11913,6.002930
-11554,6.003906
-11306,6.004883
-11031,6.005859
-10656,6.006836
-10166,6.007812
-9799,6.008789
-9264,6.009766
-8674,6.010742
-8140,6.011719
-7566,6.012695
-6888,6.013672
-6313,6.014648
-5683,6.015625
-4953,6.016602
-4255,6.017578
-3541,6.018555
-2804,6.019531
-1942,6.020508
-1256,6.021484
-0451,6.022461
00275,6.023438
01045,6.024414
01783,6.025391
02568,6.026367
03274,6.027344
04040,6.028320
04726,6.029297
05436,6.030273
06138,6.031250
06816,6.032227
07414,6.033203
08028,6.034180
08515,6.035156
09097,6.036133
09552,6.037109
10106,6.038086
10437,6.039062
10916,6.040039
11267,6.041016
11570,6.041992
11873,6.042969
12064,6.043945
12160,6.044922
12351,6.045898
12407,6.046875
12495,6.047852
12471,6.048828
12407,6.049805
12264,6.050781
12184,6.051758
11984,6.052734
11689,6.053711
11370,6.054688
11067,6.055664
10752,6.056641
10385,6.057617
09895,6.058594
09360,6.059570
08890,6.060547
08315,6.061523
07749,6.062500
07111,6.063477
06361,6.064453
05739,6.065430
05097,6.066406
04351,6.067383
03657,6.068359
02923,6.069336
02221,6.070312
01348,6.071289
00550,6.072266
-0195,6.073242
-0937,6.074219
-1647,6.075195
-2425,6.076172
-3202,6.077148
-3984,6.078125
-4730,6.079102
-5316,6.080078
-6034,6.081055
-6768,6.082031
-7382,6.083008
-7964,6.083984
-8507,6.084961
-8993,6.085938
-9584,6.086914
-10022,6.087891
-10405,6.088867
-10820,6.089844
-11275,6.090820
-11546,6.091797
-11825,6.092773
-12056,6.093750
-12252,6.094727
-12391,6.095703
-12359,6.096680
-12471,6.097656
-12447,6.098633
-12431,6.099609
-12431,6.100586
-12311,6.101562
-12084,6.102539
-11753,6.103516
-11450,6.104492
-11115,6.105469
-10756,6.106445
-10357,6.107422
-9938,6.108398
-9512,6.109375
-8961,6.110352
-8471,6.111328
-7781,6.112305
-7231,6.113281
-6568,6.114258
-5887,6.115234
-5197,6.116211
-4535,6.117188
-3761,6.118164
-3103,6.119141
-2341,6.120117
-1623,6.121094
-0802,6.122070
00044,6.123047
00778,6.124023
01456,6.125000
02233,6.125977
03011,6.126953
03713,6.127930
04435,6.128906
05189,6.129883
05795,6.130859
06465,6.131836
07167,6.132812
07777,6.133789
08371,6.134766
08922,6.135742
09440,6.136719
09911,6.137695
10429,6.138672
10824,6.139648
11107,6.140625
11530,6.141602
11809,6.142578
12048,6.143555
12200,6.144531
12399,6.145508
12455,6.146484
12463,6.147461
12583,6.148438
12511,6.149414
12375,6.150391
12280,6.151367
11976,6.152344
11913,6.153320
11681,6.154297
11283,6.155273
10836,6.156250
10541,6.157227
10054,6.158203
09580,6.159180
09137,6.160156
08515,6.161133
08020,6.162109
07342,6.163086
06720,6.164062
06066,6.165039
05328,6.166016
04702,6.166992
03980,6.167969
03187,6.168945
02413,6.169922
01619,6.170898
00921,6.171875
00179,6.172852
-0654,6.173828
-1424,6.174805
-2142,6.175781
-2875,6.176758
-3577,6.177734
-4331,6.178711
-5133,6.179688
-5855,6.180664
-6576,6.181641
-7131,6.182617
-7781,6.183594
-8339,6.184570
-8941,6.185547
-9488,6.186523
-9998,6.187500
-10429,6.188477
-10792,6.189453
-11243,6.190430
-11721,6.191406
-11984,6.192383
-12224,6.193359
-12415,6.194336
-12615,6.195312
-12746,6.196289
-12814,6.197266
-12830,6.198242
-12742,6.199219
-12678,6.200195
-12559,6.201172
-12407,6.202148
