Amplitude (LSB) - Signal,Time (us)
29823,0.812012
29891,0.812500
28535,0.812988
29189,0.813477
28619,0.813965
27435,0.814453
28089,0.814941
26996,0.815430
26150,0.815918
26701,0.816406
25185,0.816895
24910,0.817383
24942,0.817871
23510,0.818359
23430,0.818848
23056,0.819336
21576,0.819824
21771,0.820312
20846,0.820801
19418,0.821289
19841,0.821777
18274,0.822266
17408,0.822754
17396,0.823242
15598,0.823730
15159,0.824219
14728,0.824707
12966,0.825195
12726,0.825684
11976,0.826172
10262,0.826660
10270,0.827148
09145,0.827637
07637,0.828125
07805,0.828613
06130,0.829102
05185,0.829590
05193,0.830078
03230,0.830566
02796,0.831055
02257,0.831543
00355,0.832031
00207,0.832520
-0834,0.833008
-2445,0.833496
-2588,0.833984
-3865,0.834473
-5496,0.834961
-5161,0.835449
-7151,0.835938
-8076,0.836426
-8088,0.836914
-10270,0.837402
-10437,0.837891
-11095,0.838379
-12814,0.838867
-12798,0.839355
-13819,0.839844
-15243,0.840332
-15015,0.840820
-16543,0.841309
-17540,0.841797
-17185,0.842285
-19107,0.842773
-19538,0.843262
-19570,0.843750
-21532,0.844238
-21181,0.844727
-21987,0.845215
-23550,0.845703
-22920,0.846191
-24384,0.846680
-24994,0.847168
-24762,0.847656
-26099,0.848145
-26382,0.848633
-26206,0.849121
-27730,0.849609
-27363,0.850098
-27435,0.850586
-29054,0.851074
-28041,0.851562
-28822,0.852051
-29780,0.852539
-28894,0.853027
-30127,0.853516
-30131,0.854004
-29907,0.854492
-30896,0.854980
-30625,0.855469
-30474,0.855957
-31375,0.856445
-30745,0.856934
-30613,0.857422
-31518,0.857910
-30190,0.858398
-30541,0.858887
-30984,0.859375
-29680,0.859863
-30645,0.860352
-29915,0.860840
-29353,0.861328
-29843,0.861816
-29078,0.862305
-28783,0.862793
-29038,0.863281
-28057,0.863770
-27770,0.864258
-28184,0.864746
-26701,0.865234
-26988,0.865723
-26761,0.866211
-25281,0.866699
-26023,0.867188
-24762,0.867676
-23949,0.868164
-24077,0.868652
-22697,0.869141
-22234,0.869629
-21859,0.870117
-20487,0.870605
-19953,0.871094
-19658,0.871582
-17935,0.872070
-17883,0.872559
-17149,0.873047
-15478,0.873535
-15869,0.874023
-14242,0.874512
-13460,0.875000
-13301,0.875488
-11749,0.875977
-11227,0.876465
-10453,0.876953
-9272,0.877441
-8626,0.877930
-7916,0.878418
-6449,0.878906
-6074,0.879395
-4997,0.879883
-3410,0.880371
-3418,0.880859
-1623,0.881348
-0806,0.881836
-0303,0.882324
01296,0.882812
01807,0.883301
02756,0.883789
03948,0.884277
04722,0.884766
05504,0.885254
06812,0.885742
07334,0.886230
08252,0.886719
09707,0.887207
09739,0.887695
11211,0.888184
12048,0.888672
12403,0.889160
14002,0.889648
14417,0.890137
15175,0.890625
16363,0.891113
16850,0.891602
17648,0.892090
18720,0.892578
19000,0.893066
19897,0.893555
20982,0.894043
20982,0.894531
22202,0.895020
22796,0.895508
22840,0.895996
24404,0.896484
24324,0.896973
25070,0.897461
26063,0.897949
26126,0.898438
26872,0.898926
27363,0.899414
27662,0.899902
28316,0.900391
28830,0.900879
28695,0.901367
29508,0.901855
29716,0.902344
29552,0.902832
30521,0.903320
29971,0.903809
30454,0.904297
30856,0.904785
30350,0.905273
30928,0.905762
30601,0.906250
30769,0.906738
30573,0.907227
30753,0.907715
30645,0.908203
30964,0.908691
30733,0.909180
30485,0.909668
30840,0.910156
30011,0.910645
30087,0.911133
30051,0.911621
29249,0.912109
29564,0.912598
28822,0.913086
28583,0.913574
28296,0.914062
27817,0.914551
27407,0.915039
26952,0.915527
26509,0.916016
25740,0.916504
25704,0.916992
24615,0.917480
24364,0.917969
23813,0.918457
22673,0.918945
22705,0.919434
21628,0.919922
20998,0.920410
20479,0.920898
19570,0.921387
18900,0.921875
18122,0.922363
17448,0.922852
16411,0.923340
15997,0.923828
14752,0.924316
14130,0.924805
13440,0.925293
12088,0.925781
11849,0.926270
10421,0.926758
09807,0.927246
09049,0.927734
07797,0.928223
07151,0.928711
06054,0.929199
05213,0.929688
04128,0.930176
03430,0.930664
02213,0.931152
01368,0.931641
00546,0.932129
-0742,0.932617
-1320,0.933105
-2740,0.933594
-3370,0.934082
-4271,0.934570
-5500,0.935059
-6046,0.935547
-7215,0.936035
-7901,0.936523
-8866,0.937012
-9743,0.937500
-10612,0.937988
-11446,0.938477
-12192,0.938965
-13364,0.939453
-13883,0.939941
-15011,0.940430
-15665,0.940918
-16523,0.941406
-17488,0.941895
-17911,0.942383
-19051,0.942871
-19626,0.943359
-20399,0.943848
-21089,0.944336
-21743,0.944824
-22481,0.945312
-22896,0.945801
-23829,0.946289
-24092,0.946777
-24882,0.947266
-25397,0.947754
-25767,0.948242
-26469,0.948730
-26621,0.949219
-27443,0.949707
-27714,0.950195
-28041,0.950684
-28635,0.951172
-28846,0.951660
-29229,0.952148
-29453,0.952637
-29891,0.953125
-29915,0.953613
-30298,0.954102
-30442,0.954590
-30462,0.955078
-30809,0.955566
-30482,0.956055
-30840,0.956543
-30689,0.957031
-30553,0.957520
-30908,0.958008
-30418,0.958496
-30533,0.958984
-30418,0.959473
-30206,0.959961
-30067,0.960449
-29915,0.960938
-29728,0.961426
-29461,0.961914
-29325,0.962402
-28946,0.962891
-28830,0.963379
-28296,0.963867
-27921,0.964355
-27754,0.964844
-26876,0.965332
-26812,0.965820
-26134,0.966309
-25568,0.966797
-25153,0.967285
-24368,0.967773
-23893,0.968262
-23119,0.968750
-22497,0.969238
-21875,0.969727
-21205,0.970215
-20487,0.970703
-19805,0.971191
-19155,0.971680
-18038,0.972168
-17759,0.972656
-16850,0.973145
-15845,0.973633
-15338,0.974121
-14170,0.974609
-13600,0.975098
-12718,0.975586
-11913,0.976074
-11043,0.976562
-9911,0.977051
-9217,0.977539
-8283,0.978027
-7574,0.978516
-6401,0.979004
-5851,0.979492
-4455,0.979980
-3553,0.980469
-3027,0.980957
-1551,0.981445
-1097,0.981934
00187,0.982422
01153,0.982910
02006,0.983398
03075,0.983887
03873,0.984375
04941,0.984863
05914,0.985352
07003,0.985840
07574,0.986328
08722,0.986816
09647,0.987305
10038,0.987793
11649,0.988281
12000,0.988770
12981,0.989258
14098,0.989746
14321,0.990234
15614,0.990723
16140,0.991211
17017,0.991699
17807,0.992188
18613,0.992676
19099,0.993164
20152,0.993652
20894,0.994141
21077,0.994629
22569,0.995117
22545,0.995605
23558,0.996094
24376,0.996582
24404,0.997070
25644,0.997559
25815,0.998047
26402,0.998535
27032,0.999023
27303,0.999512
27833,1.000000
28272,1.000488
28523,1.000977
28643,1.001465
29632,1.001953
29189,1.002441
29780,1.002930
30270,1.003418
29772,1.003906
30697,1.004395
30318,1.004883
30601,1.005371
30876,1.005859
30697,1.006348
30892,1.006836
30904,1.007324
30896,1.007812
30633,1.008301
31167,1.008789
30330,1.009277
30613,1.009766
30681,1.010254
29668,1.010742
30450,1.011230
29572,1.011719
29504,1.012207
29476,1.012695
28763,1.013184
28595,1.013672
28248,1.014160
27746,1.014648
27299,1.015137
27203,1.015625
26015,1.016113
26166,1.016602
25564,1.017090
24196,1.017578
24806,1.018066
23211,1.018555
22744,1.019043
22601,1.019531
21181,1.020020
20958,1.020508
20224,1.020996
19127,1.021484
18704,1.021973
18094,1.022461
16714,1.022949
16794,1.023438
15606,1.023926
14397,1.024414
14728,1.024902
12607,1.025391
12387,1.025879
11921,1.026367
10110,1.026855
09942,1.027344
08882,1.027832
07589,1.028320
07195,1.028809
05990,1.029297
04790,1.029785
04519,1.030273
02875,1.030762
01942,1.031250
01735,1.031738
-0355,1.032227
-0443,1.032715
-1456,1.033203
-3175,1.033691
-3139,1.034180
-4527,1.034668
-5603,1.035156
-6006,1.035645
-7330,1.036133
-8299,1.036621
-8690,1.037109
-10285,1.037598
-10796,1.038086
-11350,1.038574
-13197,1.039062
-13045,1.039551
-14206,1.040039
-15697,1.040527
-15470,1.041016
-16970,1.041504
-17787,1.041992
-17855,1.042480
-19394,1.042969
-19929,1.043457
-20120,1.043945
-21668,1.044434
-21716,1.044922
-22362,1.045410
-23622,1.045898
-23391,1.046387
-24348,1.046875
-25281,1.047363
-24966,1.047852
-26318,1.048340
-26677,1.048828
-26477,1.049316
-27881,1.049805
-27766,1.050293
-27929,1.050781
-29149,1.051270
-28535,1.051758
-29245,1.052246
-29927,1.052734
-29253,1.053223
-30186,1.053711
-30418,1.054199
-29835,1.054688
-30721,1.055176
-30565,1.055664
-30218,1.056152
-31187,1.056641
-30418,1.057129
-30605,1.057617
-31167,1.058105
-30146,1.058594
-30793,1.059082
-30721,1.059570
-30011,1.060059
-30637,1.060547
-30178,1.061035
-29580,1.061523
-29983,1.062012
-29325,1.062500
-28727,1.062988
-29058,1.063477
-27953,1.063965
-27738,1.064453
-27833,1.064941
-26418,1.065430
-26641,1.065918
-25871,1.066406
-25090,1.066895
-25105,1.067383
-24100,1.067871
-23430,1.068359
-23311,1.068848
-22370,1.069336
-21436,1.069824
-21556,1.070312
-20144,1.070801
-19769,1.071289
-19594,1.071777
-17811,1.072266
-17935,1.072754
-16922,1.073242
-15701,1.073730
-15526,1.074219
-14202,1.074707
-13308,1.075195
-12750,1.075684
-11426,1.076172
-10445,1.076660
-10214,1.077148
-8379,1.077637
-8052,1.078125
-7462,1.078613
-5420,1.079102
-5675,1.079590
-4235,1.080078
-3031,1.080566
-2947,1.081055
-1360,1.081543
-0546,1.082031
00060,1.082520
01400,1.083008
02213,1.083496
02812,1.083984
04630,1.084473
04826,1.084961
05755,1.085449
07677,1.085938
07310,1.086426
09065,1.086914
09982,1.087402
10094,1.087891
11937,1.088379
12272,1.088867
13013,1.089355
14242,1.089844
14676,1.090332
15255,1.090820
16722,1.091309
16806,1.091797
17783,1.092285
19055,1.092773
18752,1.093262
20551,1.093750
20946,1.094238
21113,1.094727
22721,1.095215
22649,1.095703
23446,1.096191
24567,1.096680
24675,1.097168
25345,1.097656
26306,1.098145
26206,1.098633
27104,1.099121
27722,1.099609
27259,1.100098
28591,1.100586
28471,1.101074
28567,1.101562
29700,1.102051
29054,1.102539
29712,1.103027
30135,1.103516
29843,1.104004
30478,1.104492
30721,1.104980
30362,1.105469
31080,1.105957
31152,1.106445
30673,1.106934
31155,1.107422
30896,1.107910
30637,1.108398
31431,1.108887
30402,1.109375
30912,1.109863
30573,1.110352
29855,1.110840
30166,1.111328
29636,1.111816
29090,1.112305
29265,1.112793
28599,1.113281
28113,1.113770
28248,1.114258
27263,1.114746
27131,1.115234
26832,1.115723
25767,1.116211
25999,1.116699
25121,1.117188
24451,1.117676
24364,1.118164
23351,1.118652
22928,1.119141
22417,1.119629
21396,1.120117
20926,1.120605
20336,1.121094
19171,1.121582
18832,1.122070
17983,1.122559
16934,1.123047
16547,1.123535
15414,1.124023
14569,1.124512
13867,1.125000
12786,1.125488
12080,1.125977
11075,1.126465
10134,1.126953
09384,1.127441
08355,1.127930
07302,1.128418
06640,1.128906
05575,1.129395
04574,1.129883
03884,1.130371
02684,1.130859
01886,1.131348
00953,1.131836
-0044,1.132324
-1049,1.132812
-1966,1.133301
-2856,1.133789
-3817,1.134277
-4754,1.134766
-5611,1.135254
-6417,1.135742
-7538,1.136230
-8259,1.136719
-9145,1.137207
-10114,1.137695
-11083,1.138184
-11905,1.138672
-12734,1.139160
-13739,1.139648
-14433,1.140137
-15486,1.140625
-16316,1.141113
-16970,1.141602
-17995,1.142090
-18585,1.142578
-19426,1.143066
-20096,1.143555
-20806,1.144043
-21508,1.144531
-22170,1.145020
-22744,1.145508
-23311,1.145996
-24132,1.146484
-24292,1.146973
-25177,1.147461
-25616,1.147949
-25943,1.148438
-26745,1.148926
-26948,1.149414
-27530,1.149902
-27993,1.150391
-28320,1.150879
-28695,1.151367
-29102,1.151855
-29325,1.152344
-29636,1.152832
-30071,1.153320
-29899,1.153809
-30485,1.154297
-30322,1.154785
-30450,1.155273
-30920,1.155762
-30442,1.156250
-30809,1.156738
-30785,1.157227
-30569,1.157715
-30844,1.158203
-30713,1.158691
-30462,1.159180
-30541,1.159668
-30505,1.160156
-30023,1.160645
-30402,1.161133
-29636,1.161621
-29512,1.162109
-29612,1.162598
-28619,1.163086
-28854,1.163574
-28136,1.164062
-27530,1.164551
-27494,1.165039
-26677,1.165527
-26174,1.166016
-25899,1.166504
-25145,1.166992
-24471,1.167480
-24451,1.167969
-23215,1.168457
-23107,1.168945
-22553,1.169434
-21333,1.169922
-21460,1.170410
-20268,1.170898
-19662,1.171387
-19235,1.171875
-18011,1.172363
-17592,1.172852
-16846,1.173340
-15669,1.173828
-15119,1.174316
-14361,1.174805
-12910,1.175293
-12654,1.175781
-11554,1.176270
-10357,1.176758
-10118,1.177246
-8563,1.177734
-8044,1.178223
-7187,1.178711
-5847,1.179199
-5348,1.179688
-4271,1.180176
-3159,1.180664
-2525,1.181152
-1376,1.181641
-0259,1.182129
00203,1.182617
01623,1.183105
02493,1.183594
02983,1.184082
04598,1.184570
05097,1.185059
05982,1.185547
07310,1.186035
07797,1.186523
08961,1.187012
09903,1.187500
10501,1.187988
11673,1.188477
12439,1.188965
12981,1.189453
14353,1.189941
14872,1.190430
15510,1.190918
16994,1.191406
17221,1.191895
18074,1.192383
19139,1.192871
19498,1.193359
20471,1.193848
21289,1.194336
21672,1.194824
22633,1.195312
23163,1.195801
23550,1.196289
24647,1.196777
24802,1.197266
25389,1.197754
26214,1.198242
26190,1.198730
26804,1.199219
27514,1.199707
27546,1.200195
28180,1.200684
28547,1.201172
28719,1.201660
29365,1.202148
29469,1.202637
29788,1.203125
30306,1.203613
30158,1.204102
30474,1.204590
30836,1.205078
30569,1.205566
30637,1.206055
31032,1.206543
30641,1.207031
30896,1.207520
30573,1.208008
30545,1.208496
30645,1.208984
30513,1.209473
30382,1.209961
30426,1.210449
29963,1.210938
29867,1.211426
29851,1.211914
29225,1.212402
29130,1.212891
28862,1.213379
28204,1.213867
28065,1.214355
27738,1.214844
26968,1.215332
26872,1.215820
26170,1.216309
25409,1.216797
25269,1.217285
24300,1.217773
23837,1.218262
23311,1.218750
22378,1.219238
21915,1.219727
21476,1.220215
20152,1.220703
19985,1.221191
19243,1.221680
17983,1.222168
17983,1.222656
16762,1.223145
15869,1.223633
15566,1.224121
14218,1.224609
13663,1.225098
12902,1.225586
11530,1.226074
11099,1.226562
10222,1.227051
08826,1.227539
08547,1.228027
07207,1.228516
06218,1.229004
05835,1.229492
04136,1.229980
03522,1.230469
02951,1.230957
01184,1.231445
00849,1.231934
-0036,1.232422
-1535,1.232910
-1791,1.233398
-3035,1.233887
-4215,1.234375
-4439,1.234863
-5978,1.235352
-6888,1.235840
-7143,1.236328
-8985,1.236816
-9292,1.237305
-10134,1.237793
-11737,1.238281
-11893,1.238770
-12942,1.239258
-14246,1.239746
-14393,1.240234
-15701,1.240723
-16690,1.241211
-16866,1.241699
-18350,1.242188
-18748,1.242676
-19251,1.243164
-20639,1.243652
-20623,1.244141
-21436,1.244629
-22513,1.245117
-22481,1.245605
-23438,1.246094
-24356,1.246582
-24124,1.247070
-25432,1.247559
-25855,1.248047
-25939,1.248535
-27044,1.249023
-27072,1.249512
-27403,1.250000
-28416,1.250488
-28081,1.250977
-28735,1.251465
-29568,1.251953
-28998,1.252441
-30035,1.252930
-30119,1.253418
-29843,1.253906
-30601,1.254395
-30474,1.254883
-30354,1.255371
-31239,1.255859
-30569,1.256348
-30844,1.256836
-31175,1.257324
-30529,1.257812
-30601,1.258301
-30856,1.258789
-30362,1.259277
-30661,1.259766
-30274,1.260254
-29819,1.260742
-30230,1.261230
-29437,1.261719
-29301,1.262207
-29325,1.262695
-28448,1.263184
-28611,1.263672
-28200,1.264160
-27443,1.264648
-27447,1.265137
-26932,1.265625
-26146,1.266113
-26047,1.266602
-25369,1.267090
-24699,1.267578
-24523,1.268066
-23494,1.268555
-22976,1.269043
-22553,1.269531
-21412,1.270020
-21121,1.270508
-20224,1.270996
-19339,1.271484
-18792,1.271973
-17919,1.272461
-17089,1.272949
-16443,1.273438
-15498,1.273926
-14565,1.274414
-14094,1.274902
-12942,1.275391
-12144,1.275879
-11498,1.276367
-10202,1.276855
-9560,1.277344
-8658,1.277832
-7597,1.278320
-6864,1.278809
-5950,1.279297
-4917,1.279785
-4088,1.280273
-3043,1.280762
-2094,1.281250
-1384,1.281738
-0132,1.282227
00570,1.282715
01336,1.283203
02756,1.283691
03226,1.284180
04231,1.284668
05500,1.285156
06046,1.285645
07039,1.286133
08128,1.286621
08929,1.287109
09855,1.287598
10868,1.288086
11586,1.288574
12766,1.289062
13484,1.289551
14206,1.290039
15462,1.290527
15941,1.291016
16738,1.291504
17935,1.291992
18278,1.292480
19235,1.292969
20040,1.293457
20376,1.293945
21213,1.294434
22011,1.294922
22306,1.295410
23175,1.295898
23734,1.296387
24100,1.296875
25026,1.297363
25197,1.297852
25811,1.298340
26605,1.298828
26661,1.299316
27522,1.299805
28041,1.300293
28097,1.300781
28954,1.301270
29269,1.301758
29217,1.302246
29951,1.302734
30043,1.303223
30075,1.303711
30713,1.304199
30410,1.304688
30737,1.305176
31064,1.305664
30553,1.306152
31068,1.306641
30940,1.307129
30613,1.307617
31072,1.308105
30617,1.308594
30418,1.309082
30625,1.309570
30178,1.310059
30063,1.310547
30274,1.311035
29548,1.311523
29672,1.312012
29429,1.312500
28798,1.312988
28930,1.313477
28308,1.313965
27762,1.314453
27714,1.314941
26852,1.315430
26493,1.315918
26262,1.316406
25273,1.316895
25058,1.317383
24527,1.317871
23414,1.318359
23319,1.318848
22541,1.319336
21540,1.319824
21333,1.320312
20379,1.320801
19650,1.321289
19259,1.321777
18178,1.322266
17552,1.322754
16898,1.323242
15793,1.323730
15414,1.324219
14385,1.324707
13332,1.325195
12894,1.325684
11729,1.326172
10728,1.326660
10142,1.327148
08929,1.327637
07956,1.328125
07254,1.328613
05934,1.329102
05272,1.329590
04411,1.330078
03115,1.330566
02624,1.331055
01368,1.331543
00467,1.332031
-0164,1.332520
-1464,1.333008
-2269,1.333496
-3027,1.333984
-4108,1.334473
-5061,1.334961
-5763,1.335449
-6983,1.335938
-7677,1.336426
-8594,1.336914
-9751,1.337402
-10182,1.337891
-11462,1.338379
-12295,1.338867
-12910,1.339355
-14018,1.339844
-14784,1.340332
-15518,1.340820
-16367,1.341309
-17253,1.341797
-17855,1.342285
-18780,1.342773
-19478,1.343262
-20152,1.343750
-21061,1.344238
-21396,1.344727
-22441,1.345215
-22984,1.345703
-23518,1.346191
-24348,1.346680
-24822,1.347168
-25345,1.347656
-25855,1.348145
-26557,1.348633
-26709,1.349121
-27307,1.349609
-27762,1.350098
-27937,1.350586
-28424,1.351074
-28511,1.351562
-29134,1.352051
-29118,1.352539
-29429,1.353027
-29919,1.353516
-29883,1.354004
-30158,1.354492
-30390,1.354980
-30769,1.355469
-30466,1.355957
-30948,1.356445
-30960,1.356934
-30805,1.357422
-31191,1.357910
-30824,1.358398
-31016,1.358887
-30617,1.359375
-30553,1.359863
-30446,1.360352
-30035,1.360840
-29903,1.361328
-29660,1.361816
-29205,1.362305
-28814,1.362793
-28775,1.363281
-28081,1.363770
-27825,1.364258
-27538,1.364746
-26836,1.365234
-26753,1.365723
-25975,1.366211
-25712,1.366699
-25177,1.367188
-24396,1.367676
-24164,1.368164
-23351,1.368652
-22760,1.369141
-22218,1.369629
-21516,1.370117
-20695,1.370605
-20184,1.371094
-19283,1.371582
-18401,1.372070
-17955,1.372559
-16838,1.373047
-16268,1.373535
-15450,1.374023
-14481,1.374512
-13923,1.375000
-12750,1.375488
-12132,1.375977
-11243,1.376465
-10246,1.376953
-9448,1.377441
-8718,1.377930
-7510,1.378418
-6792,1.378906
-5811,1.379395
-4614,1.379883
-4032,1.380371
-2804,1.380859
-1847,1.381348
-1033,1.381836
00255,1.382324
00905,1.382812
01982,1.383301
03023,1.383789
03741,1.384277
04818,1.384766
05735,1.385254
06273,1.385742
07609,1.386230
08323,1.386719
08894,1.387207
10309,1.387695
10836,1.388184
11649,1.388672
12882,1.389160
13404,1.389648
14449,1.390137
15311,1.390625
15877,1.391113
17097,1.391602
17687,1.392090
18314,1.392578
19542,1.393066
19881,1.393555
20631,1.394043
21851,1.394531
21779,1.395020
22788,1.395508
23622,1.395996
23694,1.396484
24774,1.396973
25149,1.397461
25432,1.397949
26318,1.398438
26469,1.398926
26992,1.399414
27893,1.399902
27634,1.400391
28440,1.400879
29141,1.401367
28655,1.401855
29636,1.402344
29935,1.402832
29700,1.403320
30505,1.403809
30190,1.404297
30489,1.404785
30824,1.405273
30565,1.405762
30761,1.406250
31056,1.406738
30370,1.407227
31040,1.407715
30757,1.408203
30314,1.408691
30984,1.409180
30162,1.409668
30210,1.410156
30450,1.410645
29811,1.411133
29895,1.411621
29815,1.412109
29086,1.412598
29221,1.413086
28838,1.413574
27961,1.414062
28296,1.414551
27506,1.415039
26753,1.415527
26868,1.416016
25628,1.416504
25401,1.416992
24914,1.417480
23781,1.417969
23730,1.418457
22840,1.418945
22019,1.419434
21731,1.419922
20894,1.420410
19937,1.420898
19809,1.421387
18621,1.421875
17947,1.422363
17592,1.422852
16228,1.423340
15965,1.423828
15055,1.424316
14002,1.424805
13632,1.425293
12327,1.425781
11546,1.426270
10868,1.426758
09695,1.427246
08786,1.427734
08228,1.428223
06816,1.428711
05970,1.429199
05404,1.429688
03888,1.430176
03354,1.430664
02309,1.431152
01081,1.431641
00435,1.432129
-0770,1.432617
-1512,1.433105
-2485,1.433594
-3518,1.434082
-4423,1.434570
-5061,1.435059
-6373,1.435547
-7159,1.436035
-7765,1.436523
-9201,1.437012
-9576,1.437500
-10660,1.437988
-11809,1.438477
-12264,1.438965
-13396,1.439453
-14242,1.439941
-15035,1.440430
-15793,1.440918
-16730,1.441406
-17341,1.441895
-18310,1.442383
-19000,1.442871
-19490,1.443359
-20766,1.443848
-20930,1.444336
-21716,1.444824
-22617,1.445312
-22888,1.445801
-23749,1.446289
-24419,1.446777
-24731,1.447266
-25440,1.447754
-26246,1.448242
-26294,1.448730
-27060,1.449219
-27450,1.449707
-27538,1.450195
-28559,1.450684
-28292,1.451172
-28870,1.451660
-29437,1.452148
-29197,1.452637
-29875,1.453125
-30067,1.453613
-29931,1.454102
-30450,1.454590
-30565,1.455078
-30322,1.455566
-30980,1.456055
-30577,1.456543
-30577,1.457031
-31072,1.457520
-30489,1.458008
-30936,1.458496
-30868,1.458984
-30330,1.459473
-30685,1.459961
-30326,1.460449
-30011,1.460938
-30158,1.461426
-29684,1.461914
-29293,1.462402
-29449,1.462891
-28583,1.463379
-28412,1.463867
-28288,1.464355
-27179,1.464844
-27327,1.465332
-26641,1.465820
-25935,1.466309
-25887,1.466797
-24890,1.467285
-24459,1.467773
-24128,1.468262
-23151,1.468750
-22641,1.469238
-22266,1.469727
-21030,1.470215
-20854,1.470703
-20088,1.471191
-18940,1.471680
-18872,1.472168
-17624,1.472656
-16930,1.473145
-16379,1.473633
-15091,1.474121
-14569,1.474609
-13715,1.475098
-12599,1.475586
-12000,1.476074
-11099,1.476562
-9911,1.477051
-9572,1.477539
-8331,1.478027
-7366,1.478516
-6896,1.479004
-5392,1.479492
-4838,1.479980
-3873,1.480469
-2636,1.480957
-1990,1.481445
-0826,1.481934
00124,1.482422
00969,1.482910
02006,1.483398
03019,1.483887
03689,1.484375
05029,1.484863
05703,1.485352
06517,1.485840
07893,1.486328
08307,1.486816
09504,1.487305
10417,1.487793
11107,1.488281
12232,1.488770
12854,1.489258
13755,1.489746
14656,1.490234
15422,1.490723
16028,1.491211
17105,1.491699
17711,1.492188
18549,1.492676
19378,1.493164
19769,1.493652
20886,1.494141
21165,1.494629
22019,1.495117
22864,1.495605
23319,1.496094
24168,1.496582
24567,1.497070
25221,1.497559
25688,1.498047
26394,1.498535
26773,1.499023
27331,1.499512
27698,1.500000
28073,1.500488
28719,1.500977
28555,1.501465
29361,1.501953
29492,1.502441
29684,1.502930
30274,1.503418
29979,1.503906
30482,1.504395
30525,1.504883
30617,1.505371
30645,1.505859
30761,1.506348
30793,1.506836
30856,1.507324
30689,1.507812
30633,1.508301
31016,1.508789
30410,1.509277
30573,1.509766
30458,1.510254
29907,1.510742
30107,1.511230
29556,1.511719
29540,1.512207
29253,1.512695
28723,1.513184
28467,1.513672
28081,1.514160
27594,1.514648
27247,1.515137
26796,1.515625
25963,1.516113
25919,1.516602
25181,1.517090
24419,1.517578
24328,1.518066
23203,1.518555
23127,1.519043
22226,1.519531
21508,1.520020
21050,1.520508
20120,1.520996
19490,1.521484
18824,1.521973
18030,1.522461
17033,1.522949
16818,1.523438
15374,1.523926
14800,1.524414
14154,1.524902
12631,1.525391
12495,1.525879
11155,1.526367
10357,1.526855
09615,1.527344
08467,1.527832
07697,1.528320
06955,1.528809
05847,1.529297
04893,1.529785
04359,1.530273
02760,1.530762
02317,1.531250
01288,1.531738
00020,1.532227
-0283,1.532715
-1847,1.533203
-2624,1.533691
-3402,1.534180
-4778,1.534668
-5404,1.535156
-6584,1.535645
-7498,1.536133
-8291,1.536621
-9185,1.537109
-10433,1.537598
-10768,1.538086
-11897,1.538574
-12830,1.539062
-13181,1.539551
-14621,1.540039
-14980,1.540527
-15773,1.541016
-16850,1.541504
-17317,1.541992
-18254,1.542480
-19083,1.542969
-19825,1.543457
-20551,1.543945
-21508,1.544434
-21859,1.544922
-22816,1.545410
-23430,1.545898
-23749,1.546387
-24850,1.546875
-24986,1.547363
-25688,1.547852
-26414,1.548340
-26382,1.548828
-27175,1.549316
-27562,1.549805
-27817,1.550293
-28232,1.550781
-28679,1.551270
-28802,1.551758
-29269,1.552246
-29528,1.552734
-29524,1.553223
-30298,1.553711
-30019,1.554199
-30394,1.554688
-30713,1.555176
-30521,1.555664
-30569,1.556152
-30932,1.556641
-30840,1.557129
-30984,1.557617
-31124,1.558105
-30458,1.558594
-30872,1.559082
-30529,1.559570
-30059,1.560059
-30430,1.560547
-29748,1.561035
-29652,1.561523
-29680,1.562012
-28878,1.562500
-28962,1.562988
-28659,1.563477
-28025,1.563965
-28017,1.564453
-27562,1.564941
-26784,1.565430
-27028,1.565918
-26142,1.566406
-25353,1.566895
-25492,1.567383
-24132,1.567871
-23933,1.568359
-23550,1.568848
-22170,1.569336
-22023,1.569824
-21221,1.570312
-20040,1.570801
-19953,1.571289
-18952,1.571777
-17899,1.572266
-17895,1.572754
-16459,1.573242
-15741,1.573730
-15709,1.574219
-13803,1.574707
-13731,1.575195
-12966,1.575684
-11362,1.576172
-11330,1.576660
-10062,1.577148
-8794,1.577637
-8650,1.578125
-7103,1.578613
-6034,1.579102
-5986,1.579590
-3880,1.580078
-3502,1.580566
-2852,1.581055
-0706,1.581543
-0985,1.582031
00327,1.582520
01671,1.583008
01759,1.583496
03147,1.583984
04299,1.584473
04335,1.584961
06130,1.585449
06824,1.585938
07151,1.586426
09065,1.586914
09177,1.587402
10214,1.587891
11861,1.588379
11661,1.588867
13253,1.589355
14401,1.589844
14306,1.590332
16172,1.590820
16682,1.591309
16990,1.591797
18673,1.592285
18732,1.592773
19374,1.593262
20918,1.593750
20531,1.594238
21660,1.594727
22705,1.595215
22306,1.595703
23905,1.596191
24132,1.596680
24304,1.597168
25704,1.597656
25712,1.598145
26087,1.598633
27367,1.599121
27036,1.599609
27754,1.600098
28699,1.600586
28041,1.601074
29253,1.601562
29532,1.602051
29102,1.602539
30202,1.603027
29927,1.603516
29987,1.604004
30629,1.604492
30202,1.604980
30458,1.605469
30944,1.605957
30302,1.606445
30769,1.606934
30956,1.607422
30258,1.607910
31159,1.608398
30673,1.608887
30290,1.609375
31016,1.609863
30178,1.610352
30226,1.610840
30174,1.611328
29652,1.611816
29532,1.612305
29365,1.612793
28559,1.613281
28615,1.613770
28128,1.614258
27191,1.614746
